Var1,Var2,Var3,Var4,,,,
4650,2798.5,3144.7,124.16,7093.3,3000,156.23,1
4653,3476.4,2488.1,162.45,6925,3000,127.52,1
4654,854.06,1709.8,238.21,4363.5,3000,127.53,1
4654,6083.3,3369.2,289.83,5317.8,3000,124.03,1
4655,874.08,1738,238.21,4311.4,3000,108.43,1
4656,518.23,1294.5,278.85,3721.8,3000,161.6,1
4657,457.24,1372.1,278.85,7567.4,3000,133.58,1
4658,499.51,1340.4,278.85,8777.9,3000,131.24,1
4665,2794.2,2402.2,115.19,11180,3000,132.5,1
4666,2771.1,2408.7,115.19,9890.4,3000,152.28,1
4667,2883.6,2457.9,115.19,8900.8,3000,171.46,0
4668,2759.6,2400.8,115.19,12941,3000,122.01,1
4669,2778.2,2407.4,115.19,12413,3000,136.56,1
4669,1631.3,4795.4,268.22,5448.5,3000,175.11,1
4670,2804.6,2437.4,115.19,10123,3000,97.852,1
4670,1588.1,4816.4,268.22,5299.8,3000,144.78,1
4670,4448.4,2601.6,199.7,5290.9,3000,90.142,1
4671,2756.8,2394.3,115.19,13215,3000,128.34,1
4672,2776.3,2412.6,115.19,12178,3000,132.91,1
4675,906.85,1755.9,219,3789.1,3000,128.58,1
4680,2063.2,2328.6,260.45,3579.4,3000,106.73,1
4681,4871.7,2617.9,-70.618,6597.3,3000,116.05,0
4682,4913.6,2602.2,-70.618,4670.4,3000,129.21,0
4682,2783.6,2470.7,-62.667,4088.3,3000,95.297,0
4683,1439,5865,-3.6856,5488.8,3000,178.83,1
4683,5546.1,2965.3,89.511,6687.9,3000,143.59,1
4684,2787.9,2423.1,-194.91,14477,3000,139.83,0
4685,2751.4,2418.2,-194.91,13856,3000,138.62,0
4686,2747.2,2373.6,-194.91,8730.2,3000,96.86,0
4688,2748.3,2443.3,-181.08,9347,3000,169.85,0
4689,2743.8,2403,-181.08,13171,3000,131.45,0
4689,2029.6,3583.2,66.524,5659.9,3000,203.22,0
4693,4453.7,2641.2,190.36,4526.4,3000,170.14,1
4695,2776.6,2405.9,-273.01,6362.9,3000,134.03,0
4696,1978.9,3967.9,132.7,9636.6,3000,128.35,1
4698,1942,3961.1,132.7,14741,3000,124.16,1
4702,3117.6,2426.2,152.36,7025.7,3000,138.27,1
4703,5062.4,2650.4,114.81,7995.4,3000,140.97,1
4703,2346.3,2317.4,186.28,13873,3000,123.69,1
4704,2361.4,2302.9,186.28,9436.7,3000,120.97,1
4710,4300.1,2521.1,-45.406,6915.3,3000,193.77,0
4711,4245.3,2559.6,-45.406,6515.3,3000,270.22,1
4711,4778.2,2627.2,-49.431,6249.5,3000,284.56,1
4712,4800.3,2609.7,-49.431,5354.4,3000,242.2,0
4713,4833.6,2596.2,-49.431,4942.5,3000,170.94,0
4713,486.68,1368.1,219.25,4122.9,3000,135.31,1
4714,502.97,1321.5,219.25,4014.8,3000,139.97,1
4715,3388.1,1247.7,-408.98,10965,3000,112.7,0
4716,3389.6,1243.3,-408.98,9603.9,3000,150.76,0
4717,3358.5,1234.3,-408.98,6939.2,3000,122.18,0
4718,4345.1,2465,128.82,6093.2,3000,123.61,1
4719,3392.1,2626.3,214.52,7483.3,3000,124.62,1
4720,3388.3,2595.5,214.52,11235,3000,155.82,1
4721,3379.5,2590.5,214.52,15632,3000,124.29,1
4721,2760.9,3162.5,66.55,11.325,3000,5108.5,1
4722,3392.5,2599.3,214.52,13248,3000,136.06,1
4727,3485.6,2614.6,110.94,8758.3,3000,159.01,0
4729,4536.4,2530,-42.883,4691.5,3000,126.58,0
4731,2817.9,3179.4,123.5,14424,3000,128.03,1
4733,1735,4272.1,189.69,8296.3,3000,127.56,1
4734,1758.4,4264.7,189.69,15983,3000,122.01,1
4734,2873.9,3175.4,184.87,6283.9,3000,111.19,1
4735,1726.6,4310.4,189.69,15812,3000,139.73,1
4735,2819.8,3155.7,184.87,7551.8,3000,116.82,1
4735,5560.1,2802.3,-92.688,7869.3,3000,153.61,0
4736,1686.8,4346.5,189.69,17926,3000,169.4,1
4736,5565.2,2798.3,-92.688,7369.9,3000,165.01,0
4737,1728.3,4326.8,189.69,13091,3000,157.92,1
4737,5580.6,2822.2,-92.688,7686.9,3000,162.88,0
4738,1784.9,4301.1,189.69,6609.6,3000,105.36,1
4739,1737.1,4277.3,189.69,12212,3000,154.76,1
4740,1743.5,4273.8,189.69,13419,3000,128.03,1
4741,1742.1,4295.2,189.69,11639,3000,128.28,1
4742,1768.7,4296.2,189.69,5453,3000,155.52,1
4747,2832,2185.7,-229.22,5366.5,3000,124.88,0
4748,2841.2,2212.5,-229.22,13422,3000,132.45,0
4749,2627.7,2485.4,-229.22,13072,3000,138.26,1
4750,2748.9,2373.6,-229.22,14286,3000,140.7,0
4751,2801.9,2362.4,-229.22,11700,3000,171.93,0
4751,3775.1,335.33,-413.59,4970.2,3000,144.39,0
4751,1907.5,3762.1,178.02,4101.4,3000,104.59,1
4752,3800.5,337.82,-413.59,3078.9,3000,265.19,0
4753,3305.2,2695,203.43,4757.1,3000,116.89,1
4754,3283.6,2721.9,203.43,8243.1,3000,153.33,1
4756,1771.1,4141.3,341.37,14159,3000,133,1
4761,3081,2973.2,158.29,13709,3000,134.98,1
4762,3070,2957.4,158.29,11216,3000,146.91,1
4763,3114.8,2976.7,158.29,12452,3000,137.66,1
4765,800.45,1678.4,294.33,6208.4,3000,90.895,1
4770,732.22,1711.3,283.97,7018.9,3000,102.31,1
4775,1665.1,4574.3,345.98,11745,3000,127.2,1
4776,1640.4,4599,345.98,13668,3000,137.58,1
4778,2073.9,3817.1,100.92,4496.9,3000,119.16,1
4779,2030.5,3840.3,100.92,11956,3000,131.18,1
4780,2142.7,3867.4,100.92,8575.5,3000,163.16,0
4780,1480.9,5171.3,47.27,5895.3,3000,193.8,0
4780,5872.5,3268.3,306.46,4228.9,3000,138.73,1
4781,1520.2,5149.4,47.27,5792.8,3000,279.27,0
4781,1591.2,4669.8,84.254,5535.7,3000,296.67,1
4781,1927.6,4003.2,119.76,7950.9,3000,148.4,1
4782,1469.2,5224.3,47.27,8190.3,3000,118.99,1
4782,2271.7,2290.1,220.87,14671,3000,117.67,1
4785,2069.8,3820.9,150.11,8874.2,3000,148.21,1
4786,2055.5,3834.5,150.11,10905,3000,146.11,1
4787,2068.9,3859.5,150.11,10227,3000,158.95,1
4788,2008.1,3899.9,150.11,5141.5,3000,122.23,1
4789,2061.7,3861.2,150.11,15065,3000,139.2,1
4790,2062.9,3828.4,150.11,13192,3000,133.96,1
4791,2070.6,3862.5,150.11,12152,3000,123.1,1
4799,1312.1,5735.5,199.76,4238.8,3000,174.07,1
4799,1784.9,4136.5,240.01,7414.6,3000,133.13,1
4800,1780.1,4168.8,240.01,10944,3000,154.97,1
4801,1759.5,4149.6,240.01,11736,3000,141.02,1
4802,1503.5,4876.3,124.05,9381.1,3000,146.7,1
4802,2017.3,3889.6,181.46,6574.7,3000,247.97,1
4802,5510,2844.7,-77.025,4833.7,3000,125.76,0
4803,1568.5,4899.5,124.05,8305.5,3000,173.1,0
4803,2066.5,3853.2,181.46,10682,3000,131.96,1
4803,5449.5,2826.1,-77.025,7275.2,3000,193.25,1
4804,1532.3,4856.9,124.05,13973,3000,123.53,1
4804,5707.7,2887.6,-108.59,9406.8,3000,214.36,0
4805,5681.8,2961,-108.59,8866.1,3000,228.55,1
4805,1789.2,4114.1,222.02,7672.8,3000,111.62,1
4806,1764.9,4163,222.02,13716,3000,134.64,1
4806,5554.6,2788.1,-138.9,8815.7,3000,177.66,0
4807,1772.7,4097.1,222.02,6628.9,3000,165.7,1
4809,5595.1,2836.1,-47.378,4334.8,3000,209.08,0
4809,1786.8,4079.4,206.8,12629,3000,122.09,1
4810,1822.2,4107.2,206.8,11779,3000,134.66,1
4811,1789.4,4079.1,206.8,13947,3000,123.38,1
4811,1475,5928.7,-26.923,5965.3,3000,95.179,1
4812,1842.5,4115.4,206.8,5101.4,3000,-105.78,1
4813,1806.1,4106.9,206.8,12013,3000,144.59,1
4813,5602.7,2775.6,-128.58,5152.4,3000,161.02,0
4814,1821.6,4085.4,206.8,13126,3000,136.29,1
4814,5546.8,2809.2,-128.58,8471,3000,150.51,0
4815,1808.9,4089.8,206.8,15730,3000,127.88,1
4815,5556.3,2847.4,-128.58,7394.5,3000,161.79,0
4816,5568.2,2809.4,-128.58,7068.6,3000,150.58,0
4817,5579.6,2795.6,-128.58,8200.6,3000,159.97,0
4817,422.78,1196.8,270.17,5811.9,3000,111.34,1
4818,458.37,1166.1,270.17,8777.5,3000,126.38,1
4818,2779.2,2237.7,-250.91,5870.2,3000,98.906,0
4819,435.21,1202.7,270.17,4656.7,3000,169.94,1
4822,2789.3,2308.9,-296.95,10988,3000,137.38,0
4823,2805.2,2331,-296.95,10135,3000,199.49,0
4823,3350.8,2619,578.16,6874.4,3000,271.81,1
4824,2798.9,2325.5,-296.95,13526,3000,130.42,0
4825,2803.9,2317.2,-296.95,9585.9,3000,136.46,0
4827,2369.9,3508.9,103.88,4459.1,3000,129.33,1
4828,2383.7,3507.9,103.88,10205,3000,152.28,1
4829,2395.3,3474.5,103.88,8028.8,3000,127.86,1
4829,1625,4591.1,103.07,6782.6,3000,101.68,1
4830,1620.8,4654.4,103.07,3645.2,3000,133.39,1
4830,4099.5,2590.7,150.06,8121.1,3000,101.43,1
4831,4084.3,2588,150.06,6093.3,3000,129.04,1
4832,5765.7,3075.1,245.59,5564.5,3000,131.23,1
4833,5796.2,3127.3,245.59,3496.3,3000,127.29,1
4834,5772.2,3072,245.59,9440.6,3000,126.97,1
4834,3884.7,347.84,-650.07,3813,3000,227.19,0
4834,3397.6,1737.3,-329.17,9380.1,3000,138.67,0
4834,2767.2,2466,41.954,4605.5,3000,144.08,1
4835,5751.4,3048.1,245.59,9857.9,3000,131,1
4835,3408.6,1735.6,-329.17,10704,3000,138.44,0
4838,1568.5,4723.3,126.03,4597.1,3000,82.495,1
4839,1547.7,4732,126.03,10893,3000,143.83,1
4839,3277.3,2480.8,85.608,8785.3,3000,135.81,1
4840,1524.1,4708.7,126.03,11241,3000,135.28,1
4840,3253.2,2462.1,85.608,11394,3000,137.59,1
4841,1607.9,4771.7,126.03,8851.8,3000,173.33,0
4841,3225.9,2456.1,85.608,13733,3000,118.84,1
4841,3429.4,1689.2,-638.86,4543.7,3000,231.01,0
4843,1422.9,5662.6,456.08,4864.5,3000,190.91,1
4844,1385.3,5694.9,456.08,5033.2,3000,167.97,1
4844,1753,4341.8,136.23,4741.6,3000,126.55,1
4845,3113,1855.6,-407.54,6252.1,3000,107.73,0
4846,3119.1,1835,-407.54,12168,3000,126.81,0
4846,1627.4,6274.6,-35.221,4610.3,3000,92.572,0
4846,589.58,1546.4,437.52,4903.5,3000,101.24,1
4846,4618.2,2517.9,153.84,7415.7,3000,160.8,1
4847,3111.7,1842.5,-407.54,6354.8,3000,107.72,0
4847,1618.6,6274.2,-35.221,6832.6,3000,135.28,0
4848,1449.7,5339.8,-35.221,5712.7,3000,191.43,1
4849,1431.7,5345.4,-35.221,5696.6,3000,176.19,1
4849,2082.8,3576.1,25.961,10159,3000,132.73,1
4850,1407.2,5297.3,-35.221,5891.7,3000,207.69,1
4850,4604.5,2573.1,1.1822,7464.2,3000,121.48,0
4850,1623.6,6238.5,-138.49,4519.9,3000,221.46,0
4850,1649.3,4601.9,474.85,6770.5,3000,176.69,1
4851,1434.3,5354.7,-35.221,5236.8,3000,153.82,1
4851,4574.2,2548.3,1.1822,8071.4,3000,180.64,0
4851,1693.2,4624,474.85,3936.8,3000,180.63,1
4851,2134.3,3572.8,198.58,5058,3000,123.94,1
4852,4499.8,2630.7,1.1822,8367.7,3000,91.026,1
4852,2142.8,3491.8,198.58,10263,3000,169.11,0
4853,2014.3,3535.5,198.58,4.24E+06,3000,196.22,1
4854,4530.7,2597.8,-54.618,8205.9,3000,190.75,0
4855,4491.1,2553.2,-54.618,12573,3000,174.73,0
4855,2239.5,3672.9,87.727,6700.1,3000,128.45,1
4856,4479.7,2537.3,-54.618,10186,3000,153.44,0
4859,4543,2580.9,-156.7,6198.2,3000,137.15,0
4860,1721.3,4314.7,208.06,3505.2,3000,176.86,1
4861,1719.8,4321.3,208.06,9562.5,3000,142.8,1
4861,2131.1,3650,59.325,4433.8,3000,184.66,1
4862,1767.2,4327.1,208.06,6133,3000,142.99,1
4862,2091.2,3552,59.325,7959.2,3000,147.1,1
4872,1935.1,4071.9,215.01,7170,3000,89.24,1
4880,3913,362.73,-527.44,3808,3000,163.03,0
4880,756.14,1681.1,254.81,7493.5,3000,128.45,1
4881,2422.2,2965.1,-102.13,6700,3000,140.62,0
4885,4556.8,2534.3,134.24,6396.2,3000,130.11,1
4885,5521.7,2859.2,199.58,6163.7,3000,121.12,1
4886,5476.5,2840.8,199.58,13573,3000,116.04,1
4886,2788.8,2324.2,-231.63,8835.5,3000,142.97,0
4887,5536.4,2930.8,199.58,5794.5,3000,76.653,1
4887,2809.9,2317,-231.63,9305.6,3000,110.99,0
4890,2789.3,2277.4,-187.93,9836,3000,152.81,0
4892,2046.3,3891,133.54,4626.7,3000,155.16,1
4893,2060.2,3822.3,133.54,11050,3000,144.83,0
4894,2038.9,3858.8,133.54,11227,3000,139.11,1
4898,6002.5,2982.3,-315.03,5199.7,3000,129.85,0
4903,1921.9,3898,184.21,6470.7,3000,136.49,1
4905,1867.6,3954.5,258.76,6475.2,3000,112.24,1
4906,3337.5,1135.6,-437.25,10451,3000,131.82,0
4906,1289.5,1780.5,275.43,5899.3,3000,167.7,1
4907,1310,1796.1,275.43,9965,3000,159.35,1
4907,1880.3,3919.4,231.31,14325,3000,126.68,1
4908,1286.6,1804.8,275.43,12042,3000,133.67,1
4909,1295.5,1794.3,275.43,12072,3000,125.26,1
4909,1881.5,3917.6,314.44,11040,3000,129.89,1
4910,1296.6,1807.8,275.43,8338.9,3000,148.33,1
4911,1309.8,1773.9,275.43,6378.8,3000,130.5,1
4911,3443.2,1125.4,-254.93,8375.8,3000,109.09,0
4922,2248.2,3631.6,86.735,14159,3000,127.22,1
4930,2626.6,2381.1,111.25,8943.8,3000,156.29,1
4930,3054.1,3033.8,115.57,3987.5,3000,204.69,1
4931,2626,2382.3,111.25,11033,3000,136.14,1
4931,3038.6,3053.4,115.57,8070.6,3000,91.563,1
4932,3504,2480,29.984,7096.1,3000,89.21,1
4933,3503.7,2451.9,29.984,9186,3000,154.32,1
4934,3489.9,2470.6,29.984,8922.4,3000,165.97,1
4935,3491.1,2490.7,29.984,6809,3000,152.35,1
4940,6057.6,3011.1,-160.46,11889,3000,116.94,0
4941,6001.4,3037.8,-160.46,8667.5,3000,136.46,0
4942,2995,3047.1,190.98,5834.5,3000,123.52,1
4943,5183.4,2706.6,-54.15,4322.7,3000,134.74,0
4944,5227.5,2700.9,-54.15,8921.9,3000,146.48,0
4945,5211.8,2718.5,-54.15,8588.5,3000,152.68,0
4946,5095,2747.6,-54.15,3972.1,3000,96.459,1
4948,3244.9,2458.3,56.74,5461.4,3000,143.14,1
4949,5165.4,2684.8,-126.17,10403,3000,150.92,0
4950,1712,2067.7,224.37,8594,3000,157.04,1
4951,1731,2096.6,224.37,12937,3000,110.64,1
4951,3345.7,1797.5,-351.26,5207.1,3000,159.86,0
4952,3291.1,1775.1,-351.26,5801.7,3000,119.54,0
4952,4328,2561.1,159.6,12394,3000,121.31,1
4953,3325.2,1783,-351.26,8549.2,3000,119.58,0
4955,2741,3286.3,-359.81,8.11E+06,3000,1684.5,0
4958,3286.4,1803.1,-390.19,8926,3000,148.15,0
4959,3291,1780.1,-390.19,14041,3000,124.69,0
4963,3313.3,1764.8,-466.05,6669.1,3000,146.29,0
4967,3509.1,1203.6,-267.41,6859.4,3000,113.4,0
4970,3468.1,1194.2,-493.17,8062.9,3000,142.27,0
4972,1942.1,3986.3,92.362,9660.1,3000,145.17,1
4972,2550.5,2776.3,250.54,3713.4,3000,100.4,1
4973,1864.5,2168.5,92.362,5089.7,3000,129.51,1
4975,3433.2,1227,-332.8,8291.7,3000,138.36,0
4976,1886.4,2178.2,207.21,8773.2,3000,135.68,1
4977,1911.2,2182.4,207.21,6054.9,3000,160.01,1
4978,3430.6,1207.4,-343.58,9648.4,3000,154.29,0
4979,3461.6,1200.4,-343.58,14301,3000,121.42,0
4980,3420.6,1250.3,-343.58,11610,3000,140.73,0
4981,3450.9,1238.7,-343.58,12683,3000,136.38,0
4981,2364.3,2273.9,299.5,5383.9,3000,120.72,1
4982,3459.5,1185.3,-343.58,10226,3000,145.48,0
4983,3460.9,1229.7,-343.58,7508.9,3000,186.6,0
4984,3441.4,1216.4,-343.58,8636.3,3000,142.45,0
4984,1758,4283.4,81.388,11650,3000,121.83,1
4984,2351.1,2338.3,195.5,5646.4,3000,164.5,1
4985,3458.6,1253.1,-343.58,5326.5,3000,131.74,0
4985,2334,2318.9,195.5,7186.7,3000,149.85,1
4986,1574.1,4931.7,173.11,5423,3000,139.58,1
4987,396.51,1263.7,402.51,6940.1,3000,110.09,1
4988,468.32,1230.9,402.51,5562.3,3000,156.37,1
4988,3416.2,1222.7,-320.18,7063.6,3000,132.6,0
4989,433.6,1219.8,402.51,6577.9,3000,131.66,1
4989,1742.1,4251.3,54.394,10620,3000,137.61,1
4990,439.76,1257,402.51,5713.7,3000,129.35,1
4990,1758.5,4264.3,54.394,10787,3000,134.18,1
4991,1755.3,4302,54.394,10910,3000,111.22,1
4995,1736.1,2061,258.2,14334,3000,125.11,1
4998,780.45,1730.4,165.81,6419.5,3000,148.53,1
4999,676.56,1591.1,165.81,6571.2,3000,208.06,1
5000,1954.6,3967.8,135.86,10530,3000,110.17,1
5001,1973.1,4010.4,135.86,10028,3000,127.3,1
5008,1686.7,2087.1,219.89,5610.6,3000,167.41,1
5009,1718.9,2073.9,219.89,12874,3000,132.17,1
5010,1700.5,2078.5,219.89,12243,3000,127.35,1
5011,1790.4,4130.6,219.89,8929,3000,137.52,1
5011,5439.6,2757.2,-192.85,7149.1,3000,131.2,0
5012,1780.5,4144.6,219.89,10129,3000,132.14,1
5014,1788.9,4169.9,273.69,10460,3000,133.3,1
5018,273.33,924.82,428.36,4917.9,3000,159.77,1
5019,1765.8,4150,306.92,5160.8,3000,102.25,1
5020,1784.2,4167.2,306.92,13799,3000,122.58,1
5021,1788.4,4140.5,306.92,12294,3000,138.82,1
5022,1778.8,4146.7,306.92,14047,3000,130.23,1
5023,1795.2,4176.9,306.92,11429,3000,148.91,1
5024,1777,4179.7,306.92,15319,3000,117.98,1
5025,1757.1,4135.3,306.92,14244,3000,112.05,1
5026,1766.3,4134,306.92,14314,3000,119.95,1
5027,1772,4150.4,306.92,5358.3,3000,129.35,1
5031,3478.2,1487,-456.98,10381,3000,144.76,0
5031,1817.6,2176.2,179.66,4708.9,3000,162.03,1
5032,3469.7,1522.1,-456.98,13507,3000,132.19,0
5033,3471.3,1512.4,-456.98,7018.8,3000,140.59,0
5033,2955.1,2031.4,-269.28,5505.4,3000,165.36,0
5034,3472,1529.9,-456.98,5342.3,3000,141.63,0
5034,2897,2038.1,-269.28,11155,3000,84.966,0
5035,1592.8,2010.8,213.39,8238.9,3000,161.48,1
5036,1573.2,2048,213.39,11048,3000,126.89,1
5036,3451.2,1491.3,-253.13,11961,3000,116.49,0
5037,3537.5,1517.8,-253.13,4060.4,3000,123.41,0
5039,1841.9,2153.8,196.5,13114,3000,123.8,1
5040,3069.1,2449.9,51.438,7165.7,3000,137.69,1
5041,3124.2,2471.3,51.438,9705.2,3000,192.11,1
5042,1578.9,2034.3,322.02,5014.7,3000,129.74,1
5043,1655,2019.2,322.02,4038.3,3000,157.08,1
5043,3098.1,2431.5,101.23,3823,3000,137.55,1
5044,3048.5,2428.3,101.23,4395.8,3000,142.07,1
5047,1616.7,1996.3,316.86,6740.6,3000,131.02,1
5048,1596.1,2021.2,316.86,12014,3000,125.1,1
5048,1903.1,3866,180.87,10027,3000,108.47,1
5048,4998.9,2625.6,129.28,8493.1,3000,133.8,1
5049,5015.6,2607.1,129.28,11236,3000,137.41,1
5050,5011.1,2628,129.28,8307.6,3000,158.02,1
5051,2894,2083,-302.06,4785,3000,157.22,0
5052,2891.9,2081.5,-302.06,11657,3000,140.02,0
5053,2974.6,2127.1,-302.06,6747.5,3000,107.32,0
5062,1900.1,2203.8,184.23,3101.6,3000,88.635,1
5065,1447.8,1995.6,224.99,3998.9,3000,138.5,1
5066,1526.9,1960.4,224.99,15278,3000,132.05,1
5066,5838.7,2943.4,-91.869,9864,3000,121.26,0
5067,5824.1,2881.8,-91.869,4291.8,3000,175.09,0
5069,3515.2,2435.9,163.74,3668.7,3000,117.17,1
5069,5425.9,2856.9,174.08,6545.3,3000,122.53,1
5070,3639.7,2475.4,163.74,13569,3000,128.13,1
5070,5462.3,2866.1,174.08,10795,3000,123.95,1
5071,5457.1,2853.5,174.08,10800,3000,146.65,1
5071,3230.7,2783.4,116.53,5012.4,3000,149.49,1
5072,3396.5,2468.2,-10.988,4521.9,3000,182.74,0
5072,2677.6,2579.9,-190.84,4451.4,3000,166.89,0
5073,2666.2,2599.2,-190.84,6023.9,3000,139.02,0
5074,581.78,1636.3,216.8,3771.2,3000,131.01,1
5079,2660.8,2618.1,-120.48,9725.6,3000,181.03,0
5080,2571.3,2615.2,-120.48,5356.8,3000,145.48,1
5085,3367.3,1770.9,-538.6,5166.5,3000,154.94,0
5086,3333.2,1752,-538.6,17219,3000,132.39,0
5086,2440.6,2897.2,-135.66,7650.5,3000,193.56,0
5087,3380.1,1695.4,-538.6,7.04E+12,3000,25.897,0
5087,2441.7,2949.7,-135.66,8980.3,3000,140.56,0
5090,3171.2,2980.5,121.16,6719.3,3000,118.1,1
5091,3179.7,2946.3,121.16,7377.4,3000,99.083,1
5091,5511,2889.4,112.52,13540,3000,100.35,1
5092,3795.5,490.03,-363.58,7444.9,3000,103.81,0
5092,6048.7,3196.1,558.87,2736.2,3000,201.47,1
5093,4737.6,2622.2,-140.7,4249.2,3000,150.11,0
5096,1561.1,2021.6,-369.78,4957.8,3000,53.901,0
5098,5939.1,3237.3,111.7,3759.2,3000,155.94,1
5100,5916,3221.8,249.25,8585.5,3000,153.28,1
5101,5924,3228.7,249.25,4342.2,3000,128.8,1
5102,6016.1,3262.3,249.25,6684.2,3000,146.85,1
5103,5992.8,3282.1,249.25,3708.7,3000,163.46,1
5105,3704.7,2461.2,52.911,10792,3000,125.56,1
5106,2492,2373,221.85,6430,3000,126.52,1
5107,2445.1,2344.4,221.85,12959,3000,138.69,1
5108,2429,2345.2,221.85,12770,3000,145.65,1
5109,2425.1,2398.1,221.85,2663.8,3000,264.55,1
5109,2380,3038.3,-70.432,9917.3,3000,189.62,1
5109,6062.3,3362.3,161.07,4230.6,3000,146.38,1
5110,6033.7,3267.4,161.07,9358,3000,117.75,1
5111,6061.5,3339.1,161.07,8981.3,3000,125.18,1
5114,171.13,950.04,217.61,6706.3,3000,125.46,1
5122,2667.5,2587,-115.18,14277,3000,165.64,0
5123,2685.6,2570.2,-115.18,10527,3000,165.93,0
5126,2058.5,3656.7,372.82,6.43E+07,3000,-117.44,1
5126,3785.7,2506.3,169.69,8177.8,3000,117.14,1
5131,3466.8,2461.5,51.639,9150.8,3000,168.29,1
5132,3479.8,2475.4,51.639,5398.7,3000,144.87,1
5133,3437.5,2510.7,51.639,0.0005,3000,1.32E+07,1
5134,3454,2466,51.639,12727,3000,129.96,1
5135,3445.6,2452.7,51.639,6394.4,3000,141.56,0
5137,3507.7,778.05,-440.09,8244.4,3000,137.1,0
5137,1607.5,2045.4,208.14,4463.8,3000,146.51,1
5138,3493.8,790.37,-440.09,7960.8,3000,171.46,0
5138,1605.6,2006.7,208.14,7276.7,3000,153.61,1
5139,3476.6,877.08,-440.09,5191.7,3000,145.63,0
5145,1358.4,5892.7,511.95,3157.6,3000,212.76,1
5146,1325.1,5801.4,511.95,4131.6,3000,165.7,1
5147,1340.8,5933.9,511.95,4768.4,3000,164.47,1
5147,6190.6,3088.4,-219.05,7767.7,3000,149.68,0
5148,1364.7,5885,511.95,3520.6,3000,211.76,1
5148,6251.2,3094.5,-219.05,5711.3,3000,120,0
5154,3429.9,1689.4,-356.16,19193,3000,119.11,0
5155,3436.7,1690.9,-356.16,5839.6,3000,125.14,0
5157,3914.6,2558.9,67.221,7114.3,3000,137.84,1
5158,4048.3,2513.8,67.221,7862.5,3000,196.14,0
5161,3422.5,1688.5,-297.8,13040,3000,128.11,0
5161,1751.8,4238.9,163.13,8421.9,3000,126.46,1
5162,3450.7,1696,-297.8,13476,3000,132.87,0
5162,3717,2487.4,81.096,6904.6,3000,158.8,1
5162,6030,3313.6,196.11,7540.3,3000,139.37,1
5163,3433.5,1659.2,-297.8,13495,3000,153.26,0
5163,3716.1,2488.2,81.096,3997.9,3000,183.16,1
5163,6060.6,3313.1,196.11,5767.3,3000,131.23,1
5164,3427.2,1693.2,-297.8,8771.3,3000,130.58,0
5164,1522.4,5662.1,22.759,3827.5,3000,192.65,0
5165,1478.4,5613.5,22.759,8704.3,3000,98.694,1
5170,288.05,1031.4,238.78,5964.5,3000,137.16,1
5172,5321,2703.3,-138.97,7109.2,3000,155.57,0
5172,3419.8,1703.4,133.56,10166,3000,151.76,0
5172,2745.2,3204.2,116.53,12025,3000,119.73,1
5173,5339.9,2812,-138.97,3501.5,3000,165.3,0
5173,3429.5,1645.2,133.56,9635.3,3000,150.48,0
5173,2694.7,3190.4,116.53,3875.8,3000,157.23,1
5174,3428.6,2504.4,133.56,11821,3000,125.36,1
5174,3417.4,1704.3,-310.45,8568.8,3000,139.31,0
5175,3438.5,2493.2,133.56,5535.9,3000,153.98,1
5178,3467,2508.8,263.25,7810,3000,97.32,1
5182,2390.4,3520.1,64.368,3956.8,3000,132.41,1
5184,2362.8,3537.7,98.025,3690,3000,104.19,1
5185,2347.9,3518.9,98.025,9141.8,3000,152.04,1
5191,3022.1,1912.2,-191.64,9462.9,3000,108.52,0
5192,3007.4,1953.6,-191.64,16236,3000,131.9,0
5193,3014.5,1968.8,-191.64,4674.4,3000,152.81,0
5193,5789.3,3090.2,216.26,10231,3000,120.29,1
5195,3710.1,2478.5,69.397,9979.2,3000,148.68,1
5196,3739.6,2422.9,69.397,10016,3000,147.73,0
5196,4510.5,2523.2,167.54,7362.9,3000,131.51,1
5197,3744.1,2503,69.397,7627.8,3000,182.15,1
5197,4507.1,2530.7,167.54,11678,3000,143.06,1
5197,2137.1,3763.6,146.94,7323,3000,132.46,1
5198,4516.6,2553.5,167.54,6269.5,3000,115.05,1
5198,2153,3739.8,146.94,10117,3000,160.67,1
5199,2149.4,3735.2,146.94,13723,3000,128.6,1
5200,2156.5,3743.9,146.94,11341,3000,133.04,1
5200,4522.7,2545.3,176.97,9818.9,3000,158.04,1
5201,4517,2519.3,176.97,9175.6,3000,126.49,1
5201,3645,2476.2,32.773,4456.4,3000,109.95,1
5202,3726.7,2530,32.773,4559.5,3000,137.44,1
5206,2673.3,3282.6,366.72,7724,3000,102.87,1
5206,5639.9,2961.6,165.96,5551.7,3000,137.89,1
5207,5622.9,2972.4,165.96,10603,3000,122.03,1
5208,5604.5,2952.3,165.96,10371,3000,139.28,1
5209,1442.1,5295.8,-22.665,5686,3000,171.57,1
5210,1463.6,5277.9,-22.665,3909.2,3000,136.02,1
5213,1426.2,5255.8,8.3112,7242.1,3000,157.86,1
5220,5668.8,3007.5,219.35,7651.5,3000,158.55,1
5226,3205.5,2733.6,243.01,3708.7,3000,82.385,1
5234,3147.5,2434.9,70.92,6640.7,3000,130.74,1
5235,3148.5,2454.5,70.92,11800,3000,130.97,1
5235,1246.9,1786.2,237.25,8968.1,3000,145.69,1
5241,1088,1757.4,341.08,4641.8,3000,108.43,1
