Ground-truth,frame,xnano,ynano,znano,intensity 
 2172,  7595, 1252.640, 6278.854, 618.096, 192.847 
 2173, 10430, 1267.048, 6236.558, 609.406, 41.239 
 2174, 10432, 1267.048, 6236.558, 609.406, 239.855 
 2175,  5465, 1263.574, 6281.503, 613.780, 143.470 
 2176,  1004, 1254.336, 6282.841, 618.970, 67.642 
 2177,  1005, 1254.336, 6282.841, 618.970, 420.048 
 2178,  1010, 1254.336, 6282.841, 618.970, 55.348 
 2179,  1011, 1254.336, 6282.841, 618.970, 641.395 
 2180,  1012, 1254.336, 6282.841, 618.970, 215.121 
 2181,  3550, 1265.978, 6208.471, 607.618, 124.654 
 2182,  3551, 1265.978, 6208.471, 607.618, 302.988 
 2183,  3552, 1265.978, 6208.471, 607.618, 428.521 
 2184,  3553, 1265.978, 6208.471, 607.618, 453.867 
 2185,  3554, 1265.978, 6208.471, 607.618, 622.289 
 2186,  1008, 1258.541, 6225.099, 601.507, 427.511 
 2187,  1009, 1258.541, 6225.099, 601.507, 523.889 
 2188,  2809, 1263.681, 6277.286, 611.810, 681.663 
 2189,  2810, 1263.681, 6277.286, 611.810, 139.018 
 2190,  5642, 1243.402, 6294.616, 610.229, 475.815 
 2191,  5643, 1243.402, 6294.616, 610.229, 678.948 
 2192,  5644, 1243.402, 6294.616, 610.229, 678.948 
 2193,  5645, 1243.402, 6294.616, 610.229, 403.870 
 2194,  5649, 1243.402, 6294.616, 610.229, 481.180 
 2195,  5650, 1243.402, 6294.616, 610.229, 188.088 
 2196, 16374, 1255.918, 6270.181, 599.226, 81.242 
 2197, 16375, 1255.918, 6270.181, 599.226, 307.632 
 2198,   245, 1270.050, 6211.985, 587.541, 362.666 
 2199,  1605, 1261.126, 6257.162, 597.597, 224.681 
 2200,  1606, 1261.126, 6257.162, 597.597, 353.758 
 2201, 17864, 1263.531, 6247.106, 614.400, 228.249 
 2202, 17865, 1263.531, 6247.106, 614.400, 661.081 
 2203, 17866, 1263.531, 6247.106, 614.400, 178.590 
 2204,  2837, 1259.997, 6228.794, 605.857, 533.878 
 2205,  2838, 1259.997, 6228.794, 605.857, 699.320 
 2206,  2839, 1259.997, 6228.794, 605.857, 699.320 
 2207,  2840, 1259.997, 6228.794, 605.857, 564.502 
 2208,  8474, 1238.428, 6383.101, 627.675, 141.117 
 2209, 18893, 1251.268, 6314.554, 604.917, 511.636 
 2210, 18894, 1251.268, 6314.554, 604.917, 362.125 
 2211, 18899, 1251.268, 6314.554, 604.917, 160.735 
 2212, 18903, 1251.268, 6314.554, 604.917, 326.675 
 2213, 18904, 1251.268, 6314.554, 604.917, 668.007 
 2214, 18905, 1251.268, 6314.554, 604.917, 183.013 
 2215, 12727, 1250.515, 6337.762, 618.182, 68.332 
 2216, 12728, 1250.515, 6337.762, 618.182, 502.632 
 2217, 12733, 1250.515, 6337.762, 618.182, 592.927 
 2218, 12734, 1250.515, 6337.762, 618.182, 622.642 
 2219, 12735, 1250.515, 6337.762, 618.182, 434.264 
 2220,  4530, 1237.060, 6386.130, 613.072, 361.067 
 2221, 14020, 1236.238, 6388.181, 617.305, 221.452 
 2222, 14031, 1236.238, 6388.181, 617.305, 414.670 
 2223, 14032, 1236.238, 6388.181, 617.305, 582.850 
 2224, 11674, 1243.671, 6372.327, 624.526, 225.457 
 2225, 11675, 1243.671, 6372.327, 624.526, 631.143 
 2226, 11676, 1243.671, 6372.327, 624.526, 432.109 
 2227, 16685, 1238.030, 6336.775, 608.199, 543.498 
 2228, 16686, 1238.030, 6336.775, 608.199, 656.905 
 2229, 16687, 1238.030, 6336.775, 608.199, 656.905 
 2230, 16688, 1238.030, 6336.775, 608.199, 656.905 
 2231, 16689, 1238.030, 6336.775, 608.199, 656.905 
 2232, 16690, 1238.030, 6336.775, 608.199, 656.905 
 2233, 16691, 1238.030, 6336.775, 608.199, 656.905 
 2234, 16692, 1238.030, 6336.775, 608.199, 169.583 
 2235, 16698, 1238.030, 6336.775, 608.199, 435.008 
 2236, 16699, 1238.030, 6336.775, 608.199, 656.905 
 2237, 16700, 1238.030, 6336.775, 608.199, 71.852 
 2238, 16704, 1238.030, 6336.775, 608.199, 110.321 
 2239, 16705, 1238.030, 6336.775, 608.199, 105.759 
 2240,  4278, 1241.104, 6313.933, 608.874, 620.734 
 2241,  4279, 1241.104, 6313.933, 608.874, 620.847 
 2242,  4281, 1241.104, 6313.933, 608.874, 175.576 
 2243,  4282, 1241.104, 6313.933, 608.874, 663.019 
 2244,  4283, 1241.104, 6313.933, 608.874, 663.019 
 2245,  4284, 1241.104, 6313.933, 608.874, 663.019 
 2246,  4285, 1241.104, 6313.933, 608.874, 179.712 
 2247,  4287, 1241.104, 6313.933, 608.874, 663.019 
 2248,  4288, 1241.104, 6313.933, 608.874, 663.019 
 2249,  4289, 1241.104, 6313.933, 608.874, 542.748 
 2250,  7682, 1223.220, 6385.438, 617.193, 159.650 
 2251,  7683, 1223.220, 6385.438, 617.193, 263.387 
 2252,  7684, 1223.220, 6385.438, 617.193, 272.998 
 2253,  7685, 1223.220, 6385.438, 617.193, 159.054 
 2254,  4839, 1252.886, 6338.275, 609.174, 506.987 
 2255, 11815, 1237.209, 6340.318, 606.986, 433.896 
 2256, 11816, 1237.209, 6340.318, 606.986, 481.449 
 2257,  4586, 1231.515, 6394.165, 616.467, 54.743 
 2258,  4587, 1231.515, 6394.165, 616.467, 631.942 
 2259,  4588, 1231.515, 6394.165, 616.467, 66.446 
 2260,  9113, 1233.721, 6335.764, 620.954, 567.986 
 2261,  6228, 1238.639, 6353.214, 608.579, 143.569 
 2262,  6229, 1238.639, 6353.214, 608.579, 633.990 
 2263,  6230, 1238.639, 6353.214, 608.579, 633.990 
 2264,  6231, 1238.639, 6353.214, 608.579, 633.990 
 2265,  6232, 1238.639, 6353.214, 608.579, 526.260 
 2266,  5039, 1224.793, 6383.326, 624.751, 225.403 
 2267,  4224, 1242.107, 6310.788, 602.985, 355.275 
 2268,  8880, 1243.405, 6353.507, 612.461, 359.311 
 2269, 10781, 1249.742, 6348.608, 622.976, 278.200 
 2270, 10782, 1249.742, 6348.608, 622.976, 229.995 
 2271,  7963, 1240.875, 6390.616, 627.066, 395.362 
 2272,  7964, 1240.875, 6390.616, 627.066, 74.303 
 2273, 17360, 1242.770, 6343.470, 609.444, 22.691 
 2274, 13217, 1246.057, 6347.147, 606.707, 184.106 
 2275,  1692, 1234.326, 6338.885, 619.529, 524.626 
 2276,  1693, 1234.326, 6338.885, 619.529, 639.632 
 2277,  1694, 1234.326, 6338.885, 619.529, 639.632 
 2278,  1695, 1234.326, 6338.885, 619.529, 525.292 
 2279, 15227, 1237.515, 6393.531, 614.680, 173.540 
 2280, 10037, 1242.480, 6328.351, 605.680, 202.374 
 2281, 10038, 1242.480, 6328.351, 605.680, 310.473 
 2282, 11615, 1248.275, 6312.710, 604.313, 319.543 
 2283, 11182, 1229.531, 6392.901, 633.977, 128.504 
 2284, 11184, 1229.531, 6392.901, 633.977, 123.848 
 2285,  7536, 1232.206, 6373.024, 633.141, 219.604 
 2286,  7537, 1232.206, 6373.024, 633.141, 293.994 
 2287, 19431, 1250.516, 6343.522, 622.785, 366.530 
 2288, 19432, 1250.516, 6343.522, 622.785, 273.916 
 2289,  3885, 1243.700, 6372.458, 619.848, 288.436 
 2290,  3889, 1243.700, 6372.458, 619.848, 467.491 
 2291,  3890, 1243.700, 6372.458, 619.848, 612.802 
 2292,  3891, 1243.700, 6372.458, 619.848, 612.802 
 2293,  3892, 1243.700, 6372.458, 619.848, 163.044 
 2294,  1227, 1247.063, 6359.506, 614.935, 355.877 
 2295,  1228, 1247.063, 6359.506, 614.935, 615.907 
 2296,  1229, 1247.063, 6359.506, 614.935, 615.907 
 2297,  1230, 1247.063, 6359.506, 614.935, 589.017 
 2298, 15559, 1239.785, 6321.799, 612.465, 304.481 
 2299, 15564, 1239.785, 6321.799, 612.465, 51.762 
 2300,  2091, 1243.504, 6338.463, 605.996, 232.281 
 2301,  2092, 1243.504, 6338.463, 605.996, 659.284 
 2302,  2093, 1243.504, 6338.463, 605.996, 487.989 
 2303,  2094, 1243.504, 6338.463, 605.996, 575.905 
 2304,  2095, 1243.504, 6338.463, 605.996, 659.284 
 2305,  2096, 1243.504, 6338.463, 605.996, 659.284 
 2306,  2097, 1243.504, 6338.463, 605.996, 623.198 
 2307,  8382, 1238.902, 6322.413, 618.869, 150.604 
 2308,  6028, 1222.273, 6385.875, 624.118, 33.499 
 2309,  6029, 1222.273, 6385.875, 624.118, 613.389 
 2310,  6030, 1222.273, 6385.875, 624.118, 613.389 
 2311,  6031, 1222.273, 6385.875, 624.118, 599.260 
 2312,  6034, 1222.273, 6385.875, 624.118, 429.555 
 2313,  2699, 1256.266, 6320.120, 611.286, 123.330 
 2314,  2702, 1256.266, 6320.120, 611.286, 106.123 
 2315, 13488, 1225.718, 6376.241, 629.800, 370.773 
 2316, 13490, 1225.718, 6376.241, 629.800, 601.150 
 2317, 13491, 1225.718, 6376.241, 629.800, 102.464 
 2318,  2295, 1249.276, 6301.841, 620.334, 574.747 
 2319,  2296, 1249.276, 6301.841, 620.334, 47.155 
 2320,  2298, 1249.276, 6301.841, 620.334, 334.669 
 2321,  2299, 1249.276, 6301.841, 620.334, 636.279 
 2322,  2300, 1249.276, 6301.841, 620.334, 143.524 
 2323, 13492, 1258.138, 6307.838, 606.138, 460.155 
 2324, 13493, 1258.138, 6307.838, 606.138, 665.366 
 2325, 13494, 1258.138, 6307.838, 606.138, 274.841 
 2326,  8811, 1227.481, 6398.168, 634.808, 593.012 
 2327,  8812, 1227.481, 6398.168, 634.808, 53.323 
 2328,  7104, 1253.558, 6332.589, 623.226, 166.236 
 2329,  2496, 1241.734, 6355.451, 608.721, 371.210 
 2330, 16086, 1237.541, 6336.881, 620.533, 272.713 
 2331,  8357, 1306.950, 1795.985, 258.212, 583.313 
 2332,  8362, 1306.950, 1795.985, 258.212, 23.371 
 2333,  8363, 1306.950, 1795.985, 258.212, 264.992 
 2334,  8367, 1306.950, 1795.985, 258.212, 627.649 
 2335,  8368, 1306.950, 1795.985, 258.212, 931.457 
 2336,  8369, 1306.950, 1795.985, 258.212, 551.389 
 2337,  8045, 1304.231, 1796.188, 262.283, 648.256 
 2338,  8046, 1304.231, 1796.188, 262.283, 525.585 
 2339,  6935, 1307.083, 1796.552, 259.201, 55.522 
 2340,  6936, 1307.083, 1796.552, 259.201, 569.214 
 2341,  3931, 1310.213, 1797.790, 260.153, 12.379 
 2342,  3932, 1310.213, 1797.790, 260.153, 698.583 
 2343,  3933, 1310.213, 1797.790, 260.153, 174.578 
 2344,  3934, 1310.213, 1797.790, 260.153, 922.812 
 2345,  3935, 1310.213, 1797.790, 260.153, 160.540 
 2346, 17600, 1394.359, 1857.619, 249.002, 925.768 
 2347, 17601, 1394.359, 1857.619, 249.002, 819.180 
 2348, 15139, 1301.398, 1805.527, 276.857, 341.856 
 2349, 15140, 1301.398, 1805.527, 276.857, 16.297 
 2350,  5301, 1319.204, 1807.712, 253.770, 289.823 
 2351,  5302, 1319.204, 1807.712, 253.770, 919.368 
 2352,  5303, 1319.204, 1807.712, 253.770, 244.274 
 2353,  5307, 1319.204, 1807.712, 253.770, 648.861 
 2354,  5308, 1319.204, 1807.712, 253.770, 919.368 
 2355,  5309, 1319.204, 1807.712, 253.770, 919.368 
 2356,  5310, 1319.204, 1807.712, 253.770, 15.659 
 2357,  5311, 1319.204, 1807.712, 253.770, 298.427 
 2358,  5317, 1319.204, 1807.712, 253.770, 270.474 
 2359,  5318, 1319.204, 1807.712, 253.770, 183.528 
 2360,  5319, 1319.204, 1807.712, 253.770, 206.575 
 2361,  5320, 1319.204, 1807.712, 253.770, 94.811 
 2362, 16657, 1380.800, 1838.817, 251.560, 149.364 
 2363, 16660, 1380.800, 1838.817, 251.560, 677.714 
 2364, 16661, 1380.800, 1838.817, 251.560, 114.708 
 2365, 16666, 1380.800, 1838.817, 251.560, 424.375 
 2366,  7199, 1331.723, 1828.570, 266.806, 212.246 
 2367,  5880, 1391.399, 1848.526, 267.372, 201.975 
 2368,  5881, 1391.399, 1848.526, 267.372, 170.820 
 2369,  3522, 1314.448, 1816.773, 262.464, 319.118 
 2370,  3523, 1314.448, 1816.773, 262.464, 948.064 
 2371,  3524, 1314.448, 1816.773, 262.464, 619.272 
 2372,  3526, 1314.448, 1816.773, 262.464, 620.473 
 2373,  3527, 1314.448, 1816.773, 262.464, 948.064 
 2374,  3528, 1314.448, 1816.773, 262.464, 280.103 
 2375,  1693, 1320.024, 1817.991, 261.163, 492.606 
 2376,  1694, 1320.024, 1817.991, 261.163, 318.136 
 2377, 19517, 1313.833, 1817.003, 263.620, 343.808 
 2378, 19518, 1313.833, 1817.003, 263.620, 351.896 
 2379, 11319, 1380.034, 1832.170, 264.544, 199.808 
 2380, 11320, 1380.034, 1832.170, 264.544, 198.764 
 2381, 11322, 1380.034, 1832.170, 264.544, 294.932 
 2382,  9882, 1368.599, 1847.318, 263.556, 702.284 
 2383,  9883, 1368.599, 1847.318, 263.556, 229.463 
 2384,  1241, 1394.784, 1847.166, 254.230, 615.292 
 2385,  1247, 1394.784, 1847.166, 254.230, 725.019 
 2386,  1248, 1394.784, 1847.166, 254.230, 944.155 
 2387,  1249, 1394.784, 1847.166, 254.230, 385.619 
 2388,  1250, 1394.784, 1847.166, 254.230, 944.155 
 2389,  1251, 1394.784, 1847.166, 254.230, 134.543 
 2390,  1253, 1394.784, 1847.166, 254.230, 172.299 
 2391,  1254, 1394.784, 1847.166, 254.230, 944.155 
 2392,  1255, 1394.784, 1847.166, 254.230, 405.430 
 2393, 14228, 1382.210, 1845.941, 270.407, 134.211 
 2394, 14229, 1382.210, 1845.941, 270.407, 942.977 
 2395, 14230, 1382.210, 1845.941, 270.407, 942.977 
 2396, 14231, 1382.210, 1845.941, 270.407, 357.644 
 2397, 19732, 1361.179, 1843.674, 260.597, 95.083 
 2398, 19733, 1361.179, 1843.674, 260.597, 932.782 
 2399, 19734, 1361.179, 1843.674, 260.597, 932.782 
 2400, 19736, 1361.179, 1843.674, 260.597, 187.144 
 2401, 19737, 1361.179, 1843.674, 260.597, 559.524 
 2402,  8086, 1302.301, 1802.680, 258.319, 934.322 
 2403,  8087, 1302.301, 1802.680, 258.319, 343.923 
 2404, 18766, 1372.924, 1830.480, 254.707, 104.767 
 2405, 11549, 1326.187, 1821.840, 257.935, 670.057 
 2406, 11550, 1326.187, 1821.840, 257.935, 731.473 
 2407, 16967, 1399.091, 1846.544, 252.868, 206.807 
 2408, 16968, 1399.091, 1846.544, 252.868, 400.955 
 2409, 16971, 1399.091, 1846.544, 252.868, 472.391 
 2410, 16972, 1399.091, 1846.544, 252.868, 951.791 
 2411, 16973, 1399.091, 1846.544, 252.868, 951.791 
 2412, 16974, 1399.091, 1846.544, 252.868, 462.364 
 2413,  5867, 1353.955, 1827.397, 252.172, 563.421 
 2414,  5868, 1353.955, 1827.397, 252.172, 861.038 
 2415, 10393, 1376.314, 1833.045, 266.210, 241.779 
 2416, 10394, 1376.314, 1833.045, 266.210, 350.286 
 2417, 10340, 1347.574, 1834.276, 269.160, 415.678 
 2418, 10341, 1347.574, 1834.276, 269.160, 949.452 
 2419, 10342, 1347.574, 1834.276, 269.160, 949.452 
 2420, 10343, 1347.574, 1834.276, 269.160, 41.459 
 2421, 10347, 1347.574, 1834.276, 269.160, 314.052 
 2422, 10348, 1347.574, 1834.276, 269.160, 382.983 
 2423,  7656, 1388.529, 1842.770, 263.468, 57.720 
 2424,  7657, 1388.529, 1842.770, 263.468, 48.647 
 2425, 10795, 1334.035, 1824.803, 267.403, 310.951 
 2426, 11507, 1350.711, 1821.716, 273.449, 332.417 
 2427, 11508, 1350.711, 1821.716, 273.449, 210.333 
 2428,  6947, 1379.434, 1850.931, 266.075, 380.784 
 2429,  6952, 1379.434, 1850.931, 266.075, 804.288 
 2430,  6953, 1379.434, 1850.931, 266.075, 936.259 
 2431,  6954, 1379.434, 1850.931, 266.075, 85.906 
 2432,  6958, 1379.434, 1850.931, 266.075, 625.363 
 2433,  6959, 1379.434, 1850.931, 266.075, 143.477 
 2434, 15243, 1318.455, 1805.520, 271.739, 832.674 
 2435, 15244, 1318.455, 1805.520, 271.739, 39.616 
 2436, 13877, 1389.891, 1845.474, 265.913, 898.750 
 2437, 13878, 1389.891, 1845.474, 265.913, 680.897 
 2438, 16683, 1357.534, 1823.150, 269.339, 383.389 
 2439, 12232, 1318.734, 1811.088, 277.011, 146.605 
 2440, 10592, 1388.269, 1857.607, 256.141, 273.336 
 2441, 10593, 1388.269, 1857.607, 256.141, 159.131 
 2442, 17002, 1372.046, 1851.536, 256.941, 97.838 
 2443,  4239, 1368.736, 1826.991, 261.311, 89.279 
 2444,  4240, 1368.736, 1826.991, 261.311, 394.006 
 2445, 17482, 1321.211, 1804.569, 258.587, 782.049 
 2446, 17483, 1321.211, 1804.569, 258.587, 567.161 
 2447, 11408, 1337.052, 1828.192, 262.100, 360.125 
 2448, 11409, 1337.052, 1828.192, 262.100, 98.595 
 2449,  5843, 1398.895, 5519.644, 507.222, 277.948 
 2450,  5844, 1398.895, 5519.644, 507.222, 730.480 
 2451, 11919, 1383.695, 5587.901, 515.251, 418.672 
 2452, 11920, 1383.695, 5587.901, 515.251, 165.038 
 2453, 17268, 1383.991, 5590.108, 506.636, 268.688 
 2454, 17269, 1383.991, 5590.108, 506.636, 625.043 
 2455, 17271, 1383.991, 5590.108, 506.636, 24.114 
 2456, 18658, 1399.754, 5553.635, 498.228, 55.034 
 2457, 18659, 1399.754, 5553.635, 498.228, 881.523 
 2458, 18660, 1399.754, 5553.635, 498.228, 742.822 
 2459, 18665, 1399.754, 5553.635, 498.228, 87.828 
 2460, 18669, 1399.754, 5553.635, 498.228, 38.514 
 2461, 18675, 1399.754, 5553.635, 498.228, 93.335 
 2462,  8427, 1399.378, 5597.705, 513.661, 659.105 
 2463,  8428, 1399.378, 5597.705, 513.661, 473.387 
 2464,  8429, 1399.378, 5597.705, 513.661, 275.573 
 2465,  8430, 1399.378, 5597.705, 513.661, 845.596 
 2466,  8431, 1399.378, 5597.705, 513.661, 845.596 
 2467,  8432, 1399.378, 5597.705, 513.661, 845.596 
 2468,  8433, 1399.378, 5597.705, 513.661, 264.343 
 2469,  8436, 1399.378, 5597.705, 513.661, 290.687 
 2470,   867, 1382.763, 5597.379, 519.238, 848.299 
 2471,   868, 1382.763, 5597.379, 519.238, 439.692 
 2472,  2257, 1393.689, 5550.977, 495.868, 446.955 
 2473,  2258, 1393.689, 5550.977, 495.868, 106.262 
 2474,  2263, 1393.689, 5550.977, 495.868, 199.658 
 2475,  2264, 1393.689, 5550.977, 495.868, 674.843 
 2476,  2273, 1393.689, 5550.977, 495.868, 349.721 
 2477, 19724, 1389.619, 5562.929, 505.643, 699.932 
 2478, 19725, 1389.619, 5562.929, 505.643, 381.196 
 2479, 19727, 1389.619, 5562.929, 505.643, 112.784 
 2480, 19728, 1389.619, 5562.929, 505.643, 350.786 
 2481,  9284, 1393.929, 5535.956, 504.134, 224.280 
 2482,  9285, 1393.929, 5535.956, 504.134, 213.291 
 2483,  2550, 1392.788, 5528.566, 503.660, 412.727 
 2484,  2551, 1392.788, 5528.566, 503.660, 363.406 
 2485, 14459, 1392.668, 5586.904, 519.213, 590.121 
 2486, 14460, 1392.668, 5586.904, 519.213, 49.239 
 2487, 12365, 1392.635, 5576.864, 520.612, 47.427 
 2488, 19495, 1394.387, 5585.564, 520.859, 142.909 
 2489, 19496, 1394.387, 5585.564, 520.859, 436.192 
 2490, 11428, 1390.741, 5575.947, 501.281, 562.898 
 2491, 11429, 1390.741, 5575.947, 501.281, 874.892 
 2492, 11430, 1390.741, 5575.947, 501.281, 874.892 
 2493, 11431, 1390.741, 5575.947, 501.281, 874.892 
 2494, 11432, 1390.741, 5575.947, 501.281, 356.601 
 2495, 17314, 1395.078, 5568.326, 518.162, 802.111 
 2496, 17315, 1395.078, 5568.326, 518.162, 223.781 
 2497, 13548, 1394.192, 5537.974, 507.169, 16.542 
 2498, 13549, 1394.192, 5537.974, 507.169, 794.041 
 2499, 15092, 1399.321, 5591.210, 513.547, 256.149 
 2500, 15093, 1399.321, 5591.210, 513.547, 843.553 
 2501, 15094, 1399.321, 5591.210, 513.547, 531.162 
 2502, 15095, 1399.321, 5591.210, 513.547, 843.553 
 2503, 15096, 1399.321, 5591.210, 513.547, 402.361 
 2504, 15098, 1399.321, 5591.210, 513.547, 137.957 
 2505,  3314, 1399.508, 5513.382, 496.986, 297.305 
 2506,  3315, 1399.508, 5513.382, 496.986, 874.323 
 2507,  3316, 1399.508, 5513.382, 496.986, 672.083 
 2508,  3321, 1399.508, 5513.382, 496.986, 507.394 
 2509,  3324, 1399.508, 5513.382, 496.986, 71.296 
 2510,  3325, 1399.508, 5513.382, 496.986, 350.823 
 2511,  3327, 1399.508, 5513.382, 496.986, 12.073 
 2512,  3328, 1399.508, 5513.382, 496.986, 610.753 
 2513,  4415, 1387.236, 5577.938, 515.440, 750.341 
 2514,  4416, 1387.236, 5577.938, 515.440, 874.588 
 2515,  4417, 1387.236, 5577.938, 515.440, 355.598 
 2516, 17105, 1388.891, 5573.220, 501.439, 417.229 
 2517, 17106, 1388.891, 5573.220, 501.439, 570.925 
 2518, 11465, 1394.281, 5567.579, 498.925, 137.918 
 2519, 11466, 1394.281, 5567.579, 498.925, 211.945 
 2520,  3192, 1397.134, 5525.871, 496.766, 231.268 
 2521, 16669, 1378.830, 5608.053, 513.013, 243.579 
 2522, 18982, 1386.006, 5619.527, 506.580, 297.575 
 2523, 18983, 1386.006, 5619.527, 506.580, 831.279 
 2524, 18984, 1386.006, 5619.527, 506.580, 70.211 
 2525, 14987, 1374.257, 5641.064, 515.279, 218.620 
 2526, 14988, 1374.257, 5641.064, 515.279, 859.282 
 2527, 14989, 1374.257, 5641.064, 515.279, 633.726 
 2528, 11192, 1393.141, 5620.384, 513.853, 23.492 
 2529, 11196, 1393.141, 5620.384, 513.853, 28.507 
 2530, 11197, 1393.141, 5620.384, 513.853, 870.252 
 2531, 11198, 1393.141, 5620.384, 513.853, 148.811 
 2532, 11204, 1393.141, 5620.384, 513.853, 321.422 
 2533, 18688, 1392.446, 5639.398, 520.117, 101.064 
 2534, 18689, 1392.446, 5639.398, 520.117, 857.033 
 2535, 18690, 1392.446, 5639.398, 520.117, 844.505 
 2536,  4842, 1387.402, 5638.448, 510.201, 409.402 
 2537,  4843, 1387.402, 5638.448, 510.201, 850.695 
 2538,  4844, 1387.402, 5638.448, 510.201, 850.695 
 2539,  4845, 1387.402, 5638.448, 510.201, 252.615 
 2540,   105, 1385.844, 5664.968, 520.864, 380.785 
 2541,   106, 1385.844, 5664.968, 520.864, 844.265 
 2542,   107, 1385.844, 5664.968, 520.864, 844.265 
 2543,   108, 1385.844, 5664.968, 520.864, 844.265 
 2544,   109, 1385.844, 5664.968, 520.864, 515.933 
 2545,  2777, 1379.510, 5617.482, 508.069, 385.210 
 2546,  8615, 1389.639, 5645.308, 519.604, 376.910 
 2547,  8616, 1389.639, 5645.308, 519.604, 340.695 
 2548, 19916, 1374.074, 5686.681, 516.983, 383.605 
 2549, 19917, 1374.074, 5686.681, 516.983, 444.114 
 2550, 19924, 1374.074, 5686.681, 516.983, 145.559 
 2551, 19925, 1374.074, 5686.681, 516.983, 770.768 
 2552, 19928, 1374.074, 5686.681, 516.983, 30.718 
 2553, 19929, 1374.074, 5686.681, 516.983, 284.599 
 2554,  3785, 1369.241, 5645.243, 515.153, 579.530 
 2555,  3786, 1369.241, 5645.243, 515.153, 727.335 
 2556,  3787, 1369.241, 5645.243, 515.153, 276.815 
 2557,  2078, 1379.419, 5698.711, 521.155, 176.711 
 2558,  2079, 1379.419, 5698.711, 521.155, 849.921 
 2559,  2080, 1379.419, 5698.711, 521.155, 195.925 
 2560,  2082, 1379.419, 5698.711, 521.155, 562.267 
 2561,  2083, 1379.419, 5698.711, 521.155, 275.547 
 2562,   147, 1374.638, 5635.161, 517.508, 313.706 
 2563,   167, 1374.638, 5635.161, 517.508, 42.375 
 2564,   168, 1374.638, 5635.161, 517.508, 437.588 
 2565, 10397, 1377.405, 5629.815, 525.103, 715.961 
 2566, 10398, 1377.405, 5629.815, 525.103, 839.289 
 2567, 10399, 1377.405, 5629.815, 525.103, 825.804 
 2568, 14774, 1383.007, 5681.443, 521.983, 764.361 
 2569, 14775, 1383.007, 5681.443, 521.983, 855.935 
 2570, 17127, 1374.151, 5689.387, 534.520, 271.139 
 2571, 17128, 1374.151, 5689.387, 534.520, 680.784 
 2572,  2460, 1382.303, 5662.209, 512.534, 457.624 
 2573,  2461, 1382.303, 5662.209, 512.534, 96.918 
 2574,  2462, 1382.303, 5662.209, 512.534, 277.640 
 2575,  2463, 1382.303, 5662.209, 512.534, 844.270 
 2576,  2464, 1382.303, 5662.209, 512.534, 817.406 
 2577,  2469, 1382.303, 5662.209, 512.534, 396.003 
 2578,  2470, 1382.303, 5662.209, 512.534, 768.949 
 2579,  9471, 1396.362, 5602.148, 509.068, 298.052 
 2580,  9472, 1396.362, 5602.148, 509.068, 850.566 
 2581,  9473, 1396.362, 5602.148, 509.068, 850.566 
 2582,  9474, 1396.362, 5602.148, 509.068, 766.558 
 2583,  9475, 1396.362, 5602.148, 509.068, 213.664 
 2584,  9476, 1396.362, 5602.148, 509.068, 850.566 
 2585,  9477, 1396.362, 5602.148, 509.068, 850.566 
 2586,  9478, 1396.362, 5602.148, 509.068, 850.566 
 2587,  9479, 1396.362, 5602.148, 509.068, 356.635 
 2588,  9484, 1396.362, 5602.148, 509.068, 116.623 
 2589,  7296, 1378.453, 5694.654, 533.362, 134.797 
 2590,  7297, 1378.453, 5694.654, 533.362, 837.352 
 2591,  7298, 1378.453, 5694.654, 533.362, 26.257 
 2592,  7300, 1378.453, 5694.654, 533.362, 509.763 
 2593,  7301, 1378.453, 5694.654, 533.362, 309.369 
 2594,  7302, 1378.453, 5694.654, 533.362, 436.666 
 2595,   190, 1386.446, 5659.131, 528.849, 123.164 
 2596,   191, 1386.446, 5659.131, 528.849, 140.028 
 2597,   192, 1386.446, 5659.131, 528.849, 714.429 
 2598, 12922, 1366.961, 5677.547, 530.111, 195.987 
 2599, 12923, 1366.961, 5677.547, 530.111, 681.118 
 2600, 19630, 1385.051, 5656.767, 526.408, 231.425 
 2601, 19631, 1385.051, 5656.767, 526.408, 867.236 
 2602, 19632, 1385.051, 5656.767, 526.408, 694.042 
 2603, 10434, 1384.286, 5670.222, 529.941, 259.722 
 2604, 10435, 1384.286, 5670.222, 529.941, 857.536 
 2605, 10436, 1384.286, 5670.222, 529.941, 857.536 
 2606, 10437, 1384.286, 5670.222, 529.941, 307.781 
 2607, 12399, 1366.978, 5655.528, 522.191, 126.511 
 2608, 12400, 1366.978, 5655.528, 522.191, 847.107 
 2609, 12401, 1366.978, 5655.528, 522.191, 637.316 
 2610, 15929, 1370.927, 5684.772, 533.659, 324.449 
 2611, 15930, 1370.927, 5684.772, 533.659, 382.737 
 2612, 15931, 1370.927, 5684.772, 533.659, 39.751 
 2613, 15932, 1370.927, 5684.772, 533.659, 841.437 
 2614, 15933, 1370.927, 5684.772, 533.659, 841.437 
 2615, 15934, 1370.927, 5684.772, 533.659, 310.251 
 2616,  2163, 1382.520, 5633.659, 508.325, 275.300 
 2617, 12310, 1369.306, 5684.589, 513.622, 126.566 
 2618, 14481, 1387.561, 5650.527, 525.557, 826.620 
 2619, 14482, 1387.561, 5650.527, 525.557, 768.210 
 2620,  8447, 1379.657, 5612.608, 518.296, 418.266 
 2621,  8448, 1379.657, 5612.608, 518.296, 47.897 
 2622,  8451, 1379.657, 5612.608, 518.296, 268.303 
